id,cluster
135_Santana - Smooth (Official Video) ft. Rob Thomas_clip6,-1
136_American Authors - Best Day Of My Life_clip0,-1
136_American Authors - Best Day Of My Life_clip1,-1
136_American Authors - Best Day Of My Life_clip2,-1
136_American Authors - Best Day Of My Life_clip3,-1
136_American Authors - Best Day Of My Life_clip4,-1
136_American Authors - Best Day Of My Life_clip5,-1
137_The Fray - How To Save A Life (Official Video)_clip0,-1
137_The Fray - How To Save A Life (Official Video)_clip1,-1
137_The Fray - How To Save A Life (Official Video)_clip2,-1
137_The Fray - How To Save A Life (Official Video)_clip3,-1
137_The Fray - How To Save A Life (Official Video)_clip4,-1
137_The Fray - How To Save A Life (Official Video)_clip5,-1
137_The Fray - How To Save A Life (Official Video)_clip6,-1
137_The Fray - How To Save A Life (Official Video)_clip7,-1
138_Taylor Swift - Mean_clip0,-1
138_Taylor Swift - Mean_clip1,-1
138_Taylor Swift - Mean_clip2,-1
138_Taylor Swift - Mean_clip3,-1
138_Taylor Swift - Mean_clip4,-1
138_Taylor Swift - Mean_clip5,-1
138_Taylor Swift - Mean_clip6,-1
139_Bridgit Mendler - Ready or Not_clip0,-1
139_Bridgit Mendler - Ready or Not_clip1,-1
139_Bridgit Mendler - Ready or Not_clip2,-1
139_Bridgit Mendler - Ready or Not_clip3,-1
139_Bridgit Mendler - Ready or Not_clip4,-1
139_Bridgit Mendler - Ready or Not_clip5,-1
140_The Wanted - Glad You Came_clip0,-1
140_The Wanted - Glad You Came_clip1,-1
140_The Wanted - Glad You Came_clip2,-1
140_The Wanted - Glad You Came_clip3,-1
140_The Wanted - Glad You Came_clip4,-1
140_The Wanted - Glad You Came_clip5,-1
141_Niall Horan - Slow Hands (Official Lyric Video)_clip0,-1
141_Niall Horan - Slow Hands (Official Lyric Video)_clip1,-1
141_Niall Horan - Slow Hands (Official Lyric Video)_clip2,-1
141_Niall Horan - Slow Hands (Official Lyric Video)_clip3,-1
141_Niall Horan - Slow Hands (Official Lyric Video)_clip4,-1
142_The Vamps - Somebody To You ft. Demi Lovato_clip0,-1
142_The Vamps - Somebody To You ft. Demi Lovato_clip1,-1
142_The Vamps - Somebody To You ft. Demi Lovato_clip2,-1
142_The Vamps - Somebody To You ft. Demi Lovato_clip3,-1
142_The Vamps - Somebody To You ft. Demi Lovato_clip4,-1
143_Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video]_clip0,-1
143_Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video]_clip1,-1
143_Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video]_clip2,-1
143_Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video]_clip3,-1
143_Bebe Rexha - The Way I Are (Dance With Somebody) feat. Lil Wayne [Official Music Video]_clip4,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip0,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip1,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip2,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip3,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip4,-1
144_Cheat Codes - No Promises ft. Demi Lovato [Official Video]_clip5,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip0,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip1,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip2,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip3,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip4,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip5,-1
145_Céline Dion - That's The Way It Is (Official HD Video)_clip6,-1
146_Leona Lewis - Better in Time (Official Video)_clip0,-1
146_Leona Lewis - Better in Time (Official Video)_clip1,-1
146_Leona Lewis - Better in Time (Official Video)_clip2,-1
146_Leona Lewis - Better in Time (Official Video)_clip3,-1
146_Leona Lewis - Better in Time (Official Video)_clip4,-1
146_Leona Lewis - Better in Time (Official Video)_clip5,-1
146_Leona Lewis - Better in Time (Official Video)_clip6,-1
147_Ariana Grande - Baby I (Official Video)_clip0,-1
147_Ariana Grande - Baby I (Official Video)_clip1,-1
147_Ariana Grande - Baby I (Official Video)_clip2,-1
147_Ariana Grande - Baby I (Official Video)_clip3,-1
147_Ariana Grande - Baby I (Official Video)_clip4,-1
147_Ariana Grande - Baby I (Official Video)_clip5,-1
148_The Black Eyed Peas - Let's Get It Started_clip0,-1
148_The Black Eyed Peas - Let's Get It Started_clip1,-1
148_The Black Eyed Peas - Let's Get It Started_clip2,-1
148_The Black Eyed Peas - Let's Get It Started_clip3,-1
148_The Black Eyed Peas - Let's Get It Started_clip4,-1
148_The Black Eyed Peas - Let's Get It Started_clip5,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip0,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip1,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip2,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip3,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip4,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip5,-1
149_Troye Sivan - Dance To This ft. Ariana Grande (Official Video)_clip6,-1
"150_Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video)_clip0",-1
"150_Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video)_clip1",-1
"150_Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video)_clip2",-1
"150_Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video)_clip3",-1
"150_Dan + Shay, Justin Bieber - 10,000 Hours (Official Music Video)_clip4",-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip0,-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip1,-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip2,-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip3,-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip4,-1
151_Daniel Powter - Bad Day (Official Music Video) [HD]_clip5,-1
152_Let Me Love You Mario Lyrics_clip0,-1
152_Let Me Love You Mario Lyrics_clip1,-1
152_Let Me Love You Mario Lyrics_clip2,-1
152_Let Me Love You Mario Lyrics_clip3,-1
152_Let Me Love You Mario Lyrics_clip4,-1
152_Let Me Love You Mario Lyrics_clip5,-1
152_Let Me Love You Mario Lyrics_clip6,-1
153_Ellie Goulding - Lights (Official Video)_clip0,-1
153_Ellie Goulding - Lights (Official Video)_clip1,-1
153_Ellie Goulding - Lights (Official Video)_clip2,-1
153_Ellie Goulding - Lights (Official Video)_clip3,-1
153_Ellie Goulding - Lights (Official Video)_clip4,-1
153_Ellie Goulding - Lights (Official Video)_clip5,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip0,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip1,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip2,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip3,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip4,-1
154_Sabrina Carpenter - Thumbs (Official Video)_clip5,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip0,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip1,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip2,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip3,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip4,-1
155_The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant_clip5,-1
156_David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)_clip0,-1
156_David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)_clip1,-1
156_David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)_clip2,-1
156_David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)_clip3,-1
156_David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video)_clip4,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip0,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip1,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip2,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip3,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip4,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip5,-1
157_Sam Hunt - Break Up In A Small Town (Official Music Video)_clip6,-1
158_Adele - Chasing Pavements (Official Music Video)_clip0,-1
158_Adele - Chasing Pavements (Official Music Video)_clip1,-1
158_Adele - Chasing Pavements (Official Music Video)_clip2,-1
158_Adele - Chasing Pavements (Official Music Video)_clip3,-1
158_Adele - Chasing Pavements (Official Music Video)_clip4,-1
158_Adele - Chasing Pavements (Official Music Video)_clip5,-1
159_MKTO - Classic (Official Video)_clip0,-1
159_MKTO - Classic (Official Video)_clip1,-1
159_MKTO - Classic (Official Video)_clip2,-1
159_MKTO - Classic (Official Video)_clip3,-1
159_MKTO - Classic (Official Video)_clip4,-1
160_Taylor Swift - Teardrops On My Guitar_clip0,-1
160_Taylor Swift - Teardrops On My Guitar_clip1,-1
160_Taylor Swift - Teardrops On My Guitar_clip2,-1
160_Taylor Swift - Teardrops On My Guitar_clip3,-1
160_Taylor Swift - Teardrops On My Guitar_clip4,-1
160_Taylor Swift - Teardrops On My Guitar_clip5,-1
161_Maroon 5 - Love Somebody_clip0,-1
161_Maroon 5 - Love Somebody_clip1,-1
161_Maroon 5 - Love Somebody_clip2,-1
161_Maroon 5 - Love Somebody_clip3,-1
161_Maroon 5 - Love Somebody_clip4,-1
161_Maroon 5 - Love Somebody_clip5,-1
161_Maroon 5 - Love Somebody_clip6,-1
162_Rachel Platten - Stand By You (Official Video)_clip0,-1
162_Rachel Platten - Stand By You (Official Video)_clip1,-1
162_Rachel Platten - Stand By You (Official Video)_clip2,-1
162_Rachel Platten - Stand By You (Official Video)_clip3,-1
162_Rachel Platten - Stand By You (Official Video)_clip4,-1
162_Rachel Platten - Stand By You (Official Video)_clip5,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip0,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip1,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip2,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip3,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip4,-1
163_Fifth Harmony - I'm In Love With a Monster (from Hotel Transylvania 2 - Official Video)_clip5,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip0,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip1,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip2,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip3,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip4,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip5,-1
164_Michael Bublé - Feeling Good [Official 4K Remastered Music Video]_clip6,-1
165_Ruth B. - Lost Boy (Official Video)_clip0,-1
165_Ruth B. - Lost Boy (Official Video)_clip1,-1
165_Ruth B. - Lost Boy (Official Video)_clip2,-1
165_Ruth B. - Lost Boy (Official Video)_clip3,-1
165_Ruth B. - Lost Boy (Official Video)_clip4,-1
165_Ruth B. - Lost Boy (Official Video)_clip5,-1
165_Ruth B. - Lost Boy (Official Video)_clip6,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip0,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip1,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip2,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip3,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip4,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip5,-1
166_Michael Bublé - Haven't Met You Yet [Official Music Video]_clip6,-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip0",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip1",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip2",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip3",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip4",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip5",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip6",-1
"167_Silk City, Dua Lipa - Electricity (Official Video) ft. Diplo, Mark Ronson_clip7",-1
168_Journey - Don't Stop Believin' (Official Audio)_clip0,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip1,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip2,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip3,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip4,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip5,-1
168_Journey - Don't Stop Believin' (Official Audio)_clip6,-1
169_Harry Styles - Adore You (Official Video)_clip0,-1
169_Harry Styles - Adore You (Official Video)_clip1,-1
169_Harry Styles - Adore You (Official Video)_clip2,-1
169_Harry Styles - Adore You (Official Video)_clip3,-1
169_Harry Styles - Adore You (Official Video)_clip4,-1
169_Harry Styles - Adore You (Official Video)_clip5,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip0,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip1,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip2,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip3,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip4,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip5,-1
170_Ellie Goulding - Love Me Like You Do (Official Audio)_clip6,-1
171_Rihanna - Shut Up And Drive_clip0,-1
171_Rihanna - Shut Up And Drive_clip1,-1
171_Rihanna - Shut Up And Drive_clip2,-1
171_Rihanna - Shut Up And Drive_clip3,-1
171_Rihanna - Shut Up And Drive_clip4,-1
171_Rihanna - Shut Up And Drive_clip5,-1
171_Rihanna - Shut Up And Drive_clip6,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip0,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip1,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip2,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip3,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip4,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip5,-1
172_Ariana Grande & Justin Bieber - Stuck with U_clip6,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip0,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip1,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip2,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip3,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip4,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip5,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip6,-1
173_Kygo & Whitney Houston - Higher Love (Official Video)_clip7,-1
174_David Archuleta - Crush (Official Video)_clip0,-1
174_David Archuleta - Crush (Official Video)_clip1,-1
174_David Archuleta - Crush (Official Video)_clip2,-1
174_David Archuleta - Crush (Official Video)_clip3,-1
174_David Archuleta - Crush (Official Video)_clip4,-1
174_David Archuleta - Crush (Official Video)_clip5,-1
175_Colbie Caillat - Bubbly (Official Music Video)_clip0,-1
175_Colbie Caillat - Bubbly (Official Music Video)_clip1,-1
175_Colbie Caillat - Bubbly (Official Music Video)_clip2,-1
175_Colbie Caillat - Bubbly (Official Music Video)_clip3,-1
175_Colbie Caillat - Bubbly (Official Music Video)_clip4,-1
176_Sara Bareilles - Brave (Official Video)_clip0,-1
176_Sara Bareilles - Brave (Official Video)_clip1,-1
176_Sara Bareilles - Brave (Official Video)_clip2,-1
176_Sara Bareilles - Brave (Official Video)_clip3,-1
176_Sara Bareilles - Brave (Official Video)_clip4,-1
176_Sara Bareilles - Brave (Official Video)_clip5,-1
176_Sara Bareilles - Brave (Official Video)_clip6,-1
177_Michael Bublé - Home [Official Music Video]_clip0,-1
177_Michael Bublé - Home [Official Music Video]_clip1,-1
177_Michael Bublé - Home [Official Music Video]_clip2,-1
177_Michael Bublé - Home [Official Music Video]_clip3,-1
177_Michael Bublé - Home [Official Music Video]_clip4,-1
177_Michael Bublé - Home [Official Music Video]_clip5,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip0,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip1,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip2,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip3,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip4,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip5,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip6,-1
178_Sara Bareilles - Love Song (Official HD Video)_clip7,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip0,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip1,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip2,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip3,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip4,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip5,-1
179_The Chainsmokers - Closer (Lyrics) ft. Halsey_clip6,-1
"180_Benny Blanco, Halsey & Khalid - Eastside (Lyrics)_clip0",-1
"180_Benny Blanco, Halsey & Khalid - Eastside (Lyrics)_clip1",-1
"180_Benny Blanco, Halsey & Khalid - Eastside (Lyrics)_clip2",-1
"180_Benny Blanco, Halsey & Khalid - Eastside (Lyrics)_clip3",-1
"180_Benny Blanco, Halsey & Khalid - Eastside (Lyrics)_clip4",-1
181_Charlie Puth - Done For Me (feat. Kehlani) [Official Video]_clip0,-1
181_Charlie Puth - Done For Me (feat. Kehlani) [Official Video]_clip1,-1
181_Charlie Puth - Done For Me (feat. Kehlani) [Official Video]_clip2,-1
181_Charlie Puth - Done For Me (feat. Kehlani) [Official Video]_clip3,-1
181_Charlie Puth - Done For Me (feat. Kehlani) [Official Video]_clip4,-1
182_Dan + Shay - Speechless (Wedding Video)_clip0,-1
182_Dan + Shay - Speechless (Wedding Video)_clip1,-1
182_Dan + Shay - Speechless (Wedding Video)_clip2,-1
182_Dan + Shay - Speechless (Wedding Video)_clip3,-1
182_Dan + Shay - Speechless (Wedding Video)_clip4,-1
182_Dan + Shay - Speechless (Wedding Video)_clip5,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip0,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip1,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip2,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip3,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip4,-1
183_Jon Pardi - Dirt On My Boots (Official Lyric Video)_clip5,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip0,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip1,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip2,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip3,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip4,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip5,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip6,-1
184_Whitney Houston - How Will I Know (Live from Welcome Home Heroes with Whitney Houston)_clip7,-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip0",-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip1",-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip2",-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip3",-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip4",-1
"185_Zedd, Elley Duhé - Happy Now (Official Music Video)_clip5",-1
186_Colbie Caillat - Try (Official Video)_clip0,-1
186_Colbie Caillat - Try (Official Video)_clip1,-1
186_Colbie Caillat - Try (Official Video)_clip2,-1
186_Colbie Caillat - Try (Official Video)_clip3,-1
186_Colbie Caillat - Try (Official Video)_clip4,-1
186_Colbie Caillat - Try (Official Video)_clip5,-1
186_Colbie Caillat - Try (Official Video)_clip6,-1
187_Mario - How Do I Breathe (Official Video)_clip0,-1
187_Mario - How Do I Breathe (Official Video)_clip1,-1
187_Mario - How Do I Breathe (Official Video)_clip2,-1
187_Mario - How Do I Breathe (Official Video)_clip3,-1
187_Mario - How Do I Breathe (Official Video)_clip4,-1
187_Mario - How Do I Breathe (Official Video)_clip5,-1
188_Monica - Angel Of Mine (Official Music Video)_clip0,-1
188_Monica - Angel Of Mine (Official Music Video)_clip1,-1
188_Monica - Angel Of Mine (Official Music Video)_clip2,-1
188_Monica - Angel Of Mine (Official Music Video)_clip3,-1
188_Monica - Angel Of Mine (Official Music Video)_clip4,-1
188_Monica - Angel Of Mine (Official Music Video)_clip5,-1
188_Monica - Angel Of Mine (Official Music Video)_clip6,-1
189_Ava Max - Sweet but Psycho (Lyrics)_clip0,-1
189_Ava Max - Sweet but Psycho (Lyrics)_clip1,-1
189_Ava Max - Sweet but Psycho (Lyrics)_clip2,-1
189_Ava Max - Sweet but Psycho (Lyrics)_clip3,-1
189_Ava Max - Sweet but Psycho (Lyrics)_clip4,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip0,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip1,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip2,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip3,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip4,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip5,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip6,-1
190_Justin Timberlake - Like I Love You (Official Video)_clip7,-1
191_Meghan Trainor - No Excuses (Official Video)_clip0,-1
191_Meghan Trainor - No Excuses (Official Video)_clip1,-1
191_Meghan Trainor - No Excuses (Official Video)_clip2,-1
191_Meghan Trainor - No Excuses (Official Video)_clip3,-1
192_Usher - Moving Mountains (Official Video)_clip0,-1
192_Usher - Moving Mountains (Official Video)_clip1,-1
192_Usher - Moving Mountains (Official Video)_clip2,-1
192_Usher - Moving Mountains (Official Video)_clip3,-1
192_Usher - Moving Mountains (Official Video)_clip4,-1
192_Usher - Moving Mountains (Official Video)_clip5,-1
192_Usher - Moving Mountains (Official Video)_clip6,-1
192_Usher - Moving Mountains (Official Video)_clip7,-1
192_Usher - Moving Mountains (Official Video)_clip8,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip0,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip1,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip2,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip3,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip4,-1
193_Blanco Brown - The Git Up (Official Music Video)_clip5,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip0,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip1,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip2,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip3,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip4,-1
194_Jonas Brothers - What A Man Gotta Do (Official Video)_clip5,-1
195_Nick Jonas - Chains_clip0,-1
195_Nick Jonas - Chains_clip1,-1
195_Nick Jonas - Chains_clip2,-1
195_Nick Jonas - Chains_clip3,-1
195_Nick Jonas - Chains_clip4,-1
195_Nick Jonas - Chains_clip5,-1
196_Hozier - Someone New_clip0,-1
196_Hozier - Someone New_clip1,-1
196_Hozier - Someone New_clip2,-1
196_Hozier - Someone New_clip3,-1
196_Hozier - Someone New_clip4,-1
196_Hozier - Someone New_clip5,-1
196_Hozier - Someone New_clip6,-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip0",-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip1",-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip2",-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip3",-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip4",-1
"197_Kygo, Miguel - Remind Me to Forget (Official Video)_clip5",-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip0,-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip1,-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip2,-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip3,-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip4,-1
198_Sam Hunt - Leave The Night On (Official Music Video)_clip5,-1
199_Rascal Flatts Bless the Broken Road_clip0,-1
199_Rascal Flatts Bless the Broken Road_clip1,-1
199_Rascal Flatts Bless the Broken Road_clip2,-1
199_Rascal Flatts Bless the Broken Road_clip3,-1
199_Rascal Flatts Bless the Broken Road_clip4,-1
199_Rascal Flatts Bless the Broken Road_clip5,-1
200_Jonas Brothers - Sucker (Lyrics)_clip0,-1
200_Jonas Brothers - Sucker (Lyrics)_clip1,-1
200_Jonas Brothers - Sucker (Lyrics)_clip2,-1
200_Jonas Brothers - Sucker (Lyrics)_clip3,-1
200_Jonas Brothers - Sucker (Lyrics)_clip4,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip0,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip1,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip2,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip3,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip4,-1
201_Shania Twain - That Don't Impress Me Much (Official Music Video)_clip5,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip0,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip1,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip2,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip3,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip4,-1
202_Chris Brown & Benny Benassi - Beautiful People_clip5,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip0,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip1,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip2,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip3,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip4,-1
203_Janet Jackson x Daddy Yankee - Made For Now [Official Video]_clip5,-1
204_Jordin Sparks - One Step At A Time (Official Video)_clip0,-1
204_Jordin Sparks - One Step At A Time (Official Video)_clip1,-1
204_Jordin Sparks - One Step At A Time (Official Video)_clip2,-1
204_Jordin Sparks - One Step At A Time (Official Video)_clip3,-1
204_Jordin Sparks - One Step At A Time (Official Video)_clip4,-1
